image,keypoint_id,x,y,true_length
DJI_20250812143439_0034_V.JPG,1,2627.1126760563384,1558.4507042253522,6
DJI_20250812143439_0034_V.JPG,2,2597.845744680851,3372.281914893617,6
DJI_20250812143452_0035_V.JPG,1,2715.563506261181,1497.8533094812165,6
DJI_20250812143452_0035_V.JPG,2,2706.127450980392,3384.803921568627,6
DJI_20250812143503_0036_V.JPG,1,2632.95010845987,1509.7613882863338,6
DJI_20250812143503_0036_V.JPG,2,2645.76070901034,3374.8892171344164,6
DJI_20250812143518_0037_V.JPG,1,2529.4871794871797,1554.2735042735044,6
DJI_20250812143518_0037_V.JPG,2,2548.405797101449,3362.6086956521735,6
